port_transport_number;port;transport;transport_number;service_name;description
34941_17;34941;udp;17;N/A;N/A
34941_6;34941;tcp;6;N/A;N/A
34942_17;34942;udp;17;N/A;N/A
34942_6;34942;tcp;6;N/A;N/A
34943_17;34943;udp;17;N/A;N/A
34944_17;34944;udp;17;N/A;N/A
34945_17;34945;udp;17;N/A;N/A
34947_17;34947;udp;17;N/A;N/A
34947_6;34947;tcp;6;N/A;N/A
34949_17;34949;udp;17;N/A;N/A
34950_17;34950;udp;17;N/A;N/A
34951_17;34951;udp;17;N/A;N/A
34951_6;34951;tcp;6;N/A;N/A
34956_17;34956;udp;17;N/A;N/A
34956_6;34956;tcp;6;N/A;N/A
34957_17;34957;udp;17;N/A;N/A
34958_17;34958;udp;17;N/A;N/A
34958_6;34958;tcp;6;N/A;N/A
34959_17;34959;udp;17;N/A;N/A
34959_6;34959;tcp;6;N/A;N/A
34961_17;34961;udp;17;N/A;N/A
34961_6;34961;tcp;6;N/A;N/A
34965_17;34965;udp;17;N/A;N/A
34967_17;34967;udp;17;N/A;N/A
34968_17;34968;udp;17;N/A;N/A
34974_17;34974;udp;17;N/A;N/A
34974_6;34974;tcp;6;N/A;N/A
34976_17;34976;udp;17;N/A;N/A
34976_6;34976;tcp;6;N/A;N/A
34977_17;34977;udp;17;N/A;N/A
34977_6;34977;tcp;6;N/A;N/A
34981_17;34981;udp;17;N/A;N/A
34981_6;34981;tcp;6;N/A;N/A
34982_17;34982;udp;17;N/A;N/A
34982_6;34982;tcp;6;N/A;N/A
34983_17;34983;udp;17;N/A;N/A
34985_17;34985;udp;17;N/A;N/A
34985_6;34985;tcp;6;N/A;N/A
34986_17;34986;udp;17;N/A;N/A
34987_17;34987;udp;17;N/A;N/A
34988_17;34988;udp;17;N/A;N/A
34988_6;34988;tcp;6;N/A;N/A
34989_17;34989;udp;17;N/A;N/A
34989_6;34989;tcp;6;N/A;N/A
34990_17;34990;udp;17;N/A;N/A
34990_6;34990;tcp;6;N/A;N/A
34991_17;34991;udp;17;N/A;N/A
34992_17;34992;udp;17;N/A;N/A
34992_6;34992;tcp;6;N/A;N/A
34993_17;34993;udp;17;N/A;N/A
34993_6;34993;tcp;6;N/A;N/A
34995_17;34995;udp;17;N/A;N/A
34995_6;34995;tcp;6;N/A;N/A
34996_17;34996;udp;17;N/A;N/A
35007_17;35007;udp;17;N/A;N/A
35007_6;35007;tcp;6;N/A;N/A
35008_17;35008;udp;17;N/A;N/A
35008_6;35008;tcp;6;N/A;N/A
35009_17;35009;udp;17;N/A;N/A
35009_6;35009;tcp;6;N/A;N/A
35010_17;35010;udp;17;N/A;N/A
35010_6;35010;tcp;6;N/A;N/A
35011_17;35011;udp;17;N/A;N/A
35012_17;35012;udp;17;N/A;N/A
35012_6;35012;tcp;6;N/A;N/A
35013_6;35013;tcp;6;N/A;N/A
35014_17;35014;udp;17;N/A;N/A
35015_17;35015;udp;17;N/A;N/A
35015_6;35015;tcp;6;N/A;N/A
35017_17;35017;udp;17;N/A;N/A
35020_17;35020;udp;17;N/A;N/A
35020_6;35020;tcp;6;N/A;N/A
35021_17;35021;udp;17;N/A;N/A
35023_17;35023;udp;17;N/A;N/A
35023_6;35023;tcp;6;N/A;N/A
35027_17;35027;udp;17;N/A;N/A
35027_6;35027;tcp;6;N/A;N/A
35031_17;35031;udp;17;N/A;N/A
35031_6;35031;tcp;6;N/A;N/A
35032_17;35032;udp;17;N/A;N/A
35032_6;35032;tcp;6;N/A;N/A
35033_17;35033;udp;17;N/A;N/A
35034_17;35034;udp;17;N/A;N/A
35035_17;35035;udp;17;N/A;N/A
35036_17;35036;udp;17;N/A;N/A
35037_17;35037;udp;17;N/A;N/A
35038_17;35038;udp;17;N/A;N/A
35038_6;35038;tcp;6;N/A;N/A
35039_17;35039;udp;17;N/A;N/A
35039_6;35039;tcp;6;N/A;N/A
35040_17;35040;udp;17;N/A;N/A
35042_6;35042;tcp;6;N/A;N/A
35044_17;35044;udp;17;N/A;N/A
35044_6;35044;tcp;6;N/A;N/A
35045_17;35045;udp;17;N/A;N/A
35045_6;35045;tcp;6;N/A;N/A
35050_17;35050;udp;17;N/A;N/A
35051_17;35051;udp;17;N/A;N/A
35054_17;35054;udp;17;N/A;N/A
35059_17;35059;udp;17;N/A;N/A
35060_17;35060;udp;17;N/A;N/A
35060_6;35060;tcp;6;N/A;N/A
35062_17;35062;udp;17;N/A;N/A
35064_17;35064;udp;17;N/A;N/A
35064_6;35064;tcp;6;N/A;N/A
35069_17;35069;udp;17;N/A;N/A
35071_17;35071;udp;17;N/A;N/A
35072_17;35072;udp;17;N/A;N/A
35072_6;35072;tcp;6;N/A;N/A
35074_17;35074;udp;17;N/A;N/A
35076_17;35076;udp;17;N/A;N/A
35077_17;35077;udp;17;N/A;N/A
35078_17;35078;udp;17;N/A;N/A
35079_17;35079;udp;17;N/A;N/A
35079_6;35079;tcp;6;N/A;N/A
35081_17;35081;udp;17;N/A;N/A
35082_17;35082;udp;17;N/A;N/A
35084_17;35084;udp;17;N/A;N/A
35085_17;35085;udp;17;N/A;N/A
35085_6;35085;tcp;6;N/A;N/A
35087_17;35087;udp;17;N/A;N/A
35087_6;35087;tcp;6;N/A;N/A
35091_17;35091;udp;17;N/A;N/A
35091_6;35091;tcp;6;N/A;N/A
35092_17;35092;udp;17;N/A;N/A
35092_6;35092;tcp;6;N/A;N/A
35095_17;35095;udp;17;N/A;N/A
35095_6;35095;tcp;6;N/A;N/A
35098_17;35098;udp;17;N/A;N/A
35098_6;35098;tcp;6;N/A;N/A
35101_17;35101;udp;17;N/A;N/A
35103_17;35103;udp;17;N/A;N/A
35105_17;35105;udp;17;N/A;N/A
35105_6;35105;tcp;6;N/A;N/A
35111_17;35111;udp;17;N/A;N/A
35112_17;35112;udp;17;N/A;N/A
35113_17;35113;udp;17;N/A;N/A
35113_6;35113;tcp;6;N/A;N/A
35115_17;35115;udp;17;N/A;N/A
35119_17;35119;udp;17;N/A;N/A
35119_6;35119;tcp;6;N/A;N/A
35121_17;35121;udp;17;N/A;N/A
35121_6;35121;tcp;6;N/A;N/A
35122_6;35122;tcp;6;N/A;N/A
35123_17;35123;udp;17;N/A;N/A
35125_17;35125;udp;17;N/A;N/A
35125_6;35125;tcp;6;N/A;N/A
35127_17;35127;udp;17;N/A;N/A
35128_17;35128;udp;17;N/A;N/A
35128_6;35128;tcp;6;N/A;N/A
35129_17;35129;udp;17;N/A;N/A
35130_17;35130;udp;17;N/A;N/A
35130_6;35130;tcp;6;N/A;N/A
35132_17;35132;udp;17;N/A;N/A
35132_6;35132;tcp;6;N/A;N/A
35133_17;35133;udp;17;N/A;N/A
35133_6;35133;tcp;6;N/A;N/A
35136_17;35136;udp;17;N/A;N/A
35136_6;35136;tcp;6;N/A;N/A
35140_17;35140;udp;17;N/A;N/A
35142_17;35142;udp;17;N/A;N/A
35143_17;35143;udp;17;N/A;N/A
35144_17;35144;udp;17;N/A;N/A
35144_6;35144;tcp;6;N/A;N/A
35146_17;35146;udp;17;N/A;N/A
35146_6;35146;tcp;6;N/A;N/A
35148_17;35148;udp;17;N/A;N/A
35150_17;35150;udp;17;N/A;N/A
35150_6;35150;tcp;6;N/A;N/A
35153_17;35153;udp;17;N/A;N/A
35154_17;35154;udp;17;N/A;N/A
35155_17;35155;udp;17;N/A;N/A
35155_6;35155;tcp;6;N/A;N/A
35157_17;35157;udp;17;N/A;N/A
35157_6;35157;tcp;6;N/A;N/A
35158_17;35158;udp;17;N/A;N/A
35161_17;35161;udp;17;N/A;N/A
35161_6;35161;tcp;6;N/A;N/A
35162_17;35162;udp;17;N/A;N/A
35164_17;35164;udp;17;N/A;N/A
35164_6;35164;tcp;6;N/A;N/A
35166_17;35166;udp;17;N/A;N/A
35166_6;35166;tcp;6;N/A;N/A
35170_17;35170;udp;17;N/A;N/A
35171_17;35171;udp;17;N/A;N/A
35171_6;35171;tcp;6;N/A;N/A
35173_17;35173;udp;17;N/A;N/A
35175_17;35175;udp;17;N/A;N/A
35175_6;35175;tcp;6;N/A;N/A
35177_17;35177;udp;17;N/A;N/A
35177_6;35177;tcp;6;N/A;N/A
35179_17;35179;udp;17;N/A;N/A
35180_17;35180;udp;17;N/A;N/A
35180_6;35180;tcp;6;N/A;N/A
35181_17;35181;udp;17;N/A;N/A
35181_6;35181;tcp;6;N/A;N/A
35182_17;35182;udp;17;N/A;N/A
35183_17;35183;udp;17;N/A;N/A
35184_17;35184;udp;17;N/A;N/A
35186_17;35186;udp;17;N/A;N/A
35186_6;35186;tcp;6;N/A;N/A
35187_17;35187;udp;17;N/A;N/A
35190_17;35190;udp;17;N/A;N/A
35193_6;35193;tcp;6;N/A;N/A
35194_17;35194;udp;17;N/A;N/A
35194_6;35194;tcp;6;N/A;N/A
35195_17;35195;udp;17;N/A;N/A
35196_17;35196;udp;17;N/A;N/A
35196_6;35196;tcp;6;N/A;N/A
35198_17;35198;udp;17;N/A;N/A
35198_6;35198;tcp;6;N/A;N/A
35199_17;35199;udp;17;N/A;N/A
35200_17;35200;udp;17;N/A;N/A
35200_6;35200;tcp;6;N/A;N/A
35201_17;35201;udp;17;N/A;N/A
35201_6;35201;tcp;6;N/A;N/A
35202_17;35202;udp;17;N/A;N/A
35204_17;35204;udp;17;N/A;N/A
35204_6;35204;tcp;6;N/A;N/A
35206_17;35206;udp;17;N/A;N/A
35208_17;35208;udp;17;N/A;N/A
35208_6;35208;tcp;6;N/A;N/A
35210_6;35210;tcp;6;N/A;N/A
35212_17;35212;udp;17;N/A;N/A
35212_6;35212;tcp;6;N/A;N/A
35217_17;35217;udp;17;N/A;N/A
35218_17;35218;udp;17;N/A;N/A
35219_17;35219;udp;17;N/A;N/A
35219_6;35219;tcp;6;N/A;N/A
35223_17;35223;udp;17;N/A;N/A
35224_17;35224;udp;17;N/A;N/A
35228_6;35228;tcp;6;N/A;N/A
35229_17;35229;udp;17;N/A;N/A
35229_6;35229;tcp;6;N/A;N/A
35232_17;35232;udp;17;N/A;N/A
35232_6;35232;tcp;6;N/A;N/A
35234_17;35234;udp;17;N/A;N/A
35235_17;35235;udp;17;N/A;N/A
35239_17;35239;udp;17;N/A;N/A
35242_17;35242;udp;17;N/A;N/A
35243_17;35243;udp;17;N/A;N/A
35243_6;35243;tcp;6;N/A;N/A
35244_17;35244;udp;17;N/A;N/A
35245_17;35245;udp;17;N/A;N/A
35246_17;35246;udp;17;N/A;N/A
35246_6;35246;tcp;6;N/A;N/A
35250_17;35250;udp;17;N/A;N/A
35250_6;35250;tcp;6;N/A;N/A
35251_6;35251;tcp;6;N/A;N/A
35255_17;35255;udp;17;N/A;N/A
35255_6;35255;tcp;6;N/A;N/A
35256_17;35256;udp;17;N/A;N/A
35257_17;35257;udp;17;N/A;N/A
35257_6;35257;tcp;6;N/A;N/A
35258_17;35258;udp;17;N/A;N/A
35258_6;35258;tcp;6;N/A;N/A
35260_17;35260;udp;17;N/A;N/A
35261_17;35261;udp;17;N/A;N/A
35262_6;35262;tcp;6;N/A;N/A
35265_17;35265;udp;17;N/A;N/A
35265_6;35265;tcp;6;N/A;N/A
35267_17;35267;udp;17;N/A;N/A
35269_6;35269;tcp;6;N/A;N/A
35270_6;35270;tcp;6;N/A;N/A
35272_17;35272;udp;17;N/A;N/A
35272_6;35272;tcp;6;N/A;N/A
35274_17;35274;udp;17;N/A;N/A
35274_6;35274;tcp;6;N/A;N/A
35275_6;35275;tcp;6;N/A;N/A
35276_17;35276;udp;17;N/A;N/A
35276_6;35276;tcp;6;N/A;N/A
35278_17;35278;udp;17;N/A;N/A
35279_17;35279;udp;17;N/A;N/A
35279_6;35279;tcp;6;N/A;N/A
35280_17;35280;udp;17;N/A;N/A
35280_6;35280;tcp;6;N/A;N/A
35281_17;35281;udp;17;N/A;N/A
35281_6;35281;tcp;6;N/A;N/A
35282_17;35282;udp;17;N/A;N/A
35284_17;35284;udp;17;N/A;N/A
35284_6;35284;tcp;6;N/A;N/A
35285_17;35285;udp;17;N/A;N/A
35286_17;35286;udp;17;N/A;N/A
35287_17;35287;udp;17;N/A;N/A
35287_6;35287;tcp;6;N/A;N/A
35288_17;35288;udp;17;N/A;N/A
35289_17;35289;udp;17;N/A;N/A
35291_17;35291;udp;17;N/A;N/A
35294_17;35294;udp;17;N/A;N/A
35294_6;35294;tcp;6;N/A;N/A
35300_17;35300;udp;17;N/A;N/A
35301_17;35301;udp;17;N/A;N/A
35303_17;35303;udp;17;N/A;N/A
35303_6;35303;tcp;6;N/A;N/A
35305_17;35305;udp;17;N/A;N/A
35305_6;35305;tcp;6;N/A;N/A
35306_17;35306;udp;17;N/A;N/A
35308_17;35308;udp;17;N/A;N/A
35308_6;35308;tcp;6;N/A;N/A
35311_17;35311;udp;17;N/A;N/A
35311_6;35311;tcp;6;N/A;N/A
35313_17;35313;udp;17;N/A;N/A
35313_6;35313;tcp;6;N/A;N/A
35316_17;35316;udp;17;N/A;N/A
35316_6;35316;tcp;6;N/A;N/A
35318_17;35318;udp;17;N/A;N/A
35318_6;35318;tcp;6;N/A;N/A
35319_17;35319;udp;17;N/A;N/A
35320_17;35320;udp;17;N/A;N/A
35320_6;35320;tcp;6;N/A;N/A
35321_17;35321;udp;17;N/A;N/A
35323_17;35323;udp;17;N/A;N/A
35323_6;35323;tcp;6;N/A;N/A
35324_17;35324;udp;17;N/A;N/A
35324_6;35324;tcp;6;N/A;N/A
35326_17;35326;udp;17;N/A;N/A
35326_6;35326;tcp;6;N/A;N/A
35327_17;35327;udp;17;N/A;N/A
35327_6;35327;tcp;6;N/A;N/A
35329_17;35329;udp;17;N/A;N/A
35329_6;35329;tcp;6;N/A;N/A
35330_17;35330;udp;17;N/A;N/A
35330_6;35330;tcp;6;N/A;N/A
35332_17;35332;udp;17;N/A;N/A
35333_17;35333;udp;17;N/A;N/A
35333_6;35333;tcp;6;N/A;N/A
35335_17;35335;udp;17;N/A;N/A
35335_6;35335;tcp;6;N/A;N/A
35338_17;35338;udp;17;N/A;N/A
35339_17;35339;udp;17;N/A;N/A
35339_6;35339;tcp;6;N/A;N/A
35342_17;35342;udp;17;N/A;N/A
35343_17;35343;udp;17;N/A;N/A
35343_6;35343;tcp;6;N/A;N/A
35344_17;35344;udp;17;N/A;N/A
35344_6;35344;tcp;6;N/A;N/A
35345_17;35345;udp;17;N/A;N/A
35349_17;35349;udp;17;N/A;N/A
35350_6;35350;tcp;6;N/A;N/A
35351_17;35351;udp;17;N/A;N/A
35351_6;35351;tcp;6;N/A;N/A
35353_17;35353;udp;17;N/A;N/A
35353_6;35353;tcp;6;N/A;N/A
35358_17;35358;udp;17;N/A;N/A
35358_6;35358;tcp;6;N/A;N/A
35360_17;35360;udp;17;N/A;N/A
35360_6;35360;tcp;6;N/A;N/A
35361_17;35361;udp;17;N/A;N/A
35362_17;35362;udp;17;N/A;N/A
35362_6;35362;tcp;6;N/A;N/A
35363_17;35363;udp;17;N/A;N/A
35363_6;35363;tcp;6;N/A;N/A
35364_17;35364;udp;17;N/A;N/A
35364_6;35364;tcp;6;N/A;N/A
35370_17;35370;udp;17;N/A;N/A
35370_6;35370;tcp;6;N/A;N/A
35371_17;35371;udp;17;N/A;N/A
35371_6;35371;tcp;6;N/A;N/A
35372_17;35372;udp;17;N/A;N/A
35372_6;35372;tcp;6;N/A;N/A
35374_17;35374;udp;17;N/A;N/A
35376_17;35376;udp;17;N/A;N/A
35376_6;35376;tcp;6;N/A;N/A
35377_17;35377;udp;17;N/A;N/A
35377_6;35377;tcp;6;N/A;N/A
35378_17;35378;udp;17;N/A;N/A
35381_17;35381;udp;17;N/A;N/A
35382_17;35382;udp;17;N/A;N/A
35384_17;35384;udp;17;N/A;N/A
35386_17;35386;udp;17;N/A;N/A
35390_17;35390;udp;17;N/A;N/A
35390_6;35390;tcp;6;N/A;N/A
35391_17;35391;udp;17;N/A;N/A
35391_6;35391;tcp;6;N/A;N/A
35393_17;35393;udp;17;N/A;N/A
35393_6;35393;tcp;6;N/A;N/A
35394_6;35394;tcp;6;N/A;N/A
35397_17;35397;udp;17;N/A;N/A
35397_6;35397;tcp;6;N/A;N/A
35399_17;35399;udp;17;N/A;N/A
35399_6;35399;tcp;6;N/A;N/A
35404_17;35404;udp;17;N/A;N/A
35404_6;35404;tcp;6;N/A;N/A
35406_17;35406;udp;17;N/A;N/A
35406_6;35406;tcp;6;N/A;N/A
35408_17;35408;udp;17;N/A;N/A
35408_6;35408;tcp;6;N/A;N/A
35409_17;35409;udp;17;N/A;N/A
35411_17;35411;udp;17;N/A;N/A
35411_6;35411;tcp;6;N/A;N/A
35412_17;35412;udp;17;N/A;N/A
35413_17;35413;udp;17;N/A;N/A
35413_6;35413;tcp;6;N/A;N/A
35414_17;35414;udp;17;N/A;N/A
35414_6;35414;tcp;6;N/A;N/A
35416_17;35416;udp;17;N/A;N/A
35418_17;35418;udp;17;N/A;N/A
35418_6;35418;tcp;6;N/A;N/A
35420_17;35420;udp;17;N/A;N/A
35421_17;35421;udp;17;N/A;N/A
35421_6;35421;tcp;6;N/A;N/A
35425_17;35425;udp;17;N/A;N/A
35425_6;35425;tcp;6;N/A;N/A
35426_17;35426;udp;17;N/A;N/A
35426_6;35426;tcp;6;N/A;N/A
35428_17;35428;udp;17;N/A;N/A
35428_6;35428;tcp;6;N/A;N/A
35429_17;35429;udp;17;N/A;N/A
35434_17;35434;udp;17;N/A;N/A
35434_6;35434;tcp;6;N/A;N/A
35435_6;35435;tcp;6;N/A;N/A
35436_17;35436;udp;17;N/A;N/A
35439_17;35439;udp;17;N/A;N/A
35440_17;35440;udp;17;N/A;N/A
35441_17;35441;udp;17;N/A;N/A
35441_6;35441;tcp;6;N/A;N/A
35442_17;35442;udp;17;N/A;N/A
35443_6;35443;tcp;6;N/A;N/A
35445_17;35445;udp;17;N/A;N/A
35446_17;35446;udp;17;N/A;N/A
35446_6;35446;tcp;6;N/A;N/A
35450_17;35450;udp;17;N/A;N/A
35450_6;35450;tcp;6;N/A;N/A
35454_17;35454;udp;17;N/A;N/A
35454_6;35454;tcp;6;N/A;N/A
35457_17;35457;udp;17;N/A;N/A
35457_6;35457;tcp;6;N/A;N/A
35458_6;35458;tcp;6;N/A;N/A
35459_17;35459;udp;17;N/A;N/A
35459_6;35459;tcp;6;N/A;N/A
35460_17;35460;udp;17;N/A;N/A
35460_6;35460;tcp;6;N/A;N/A
35461_17;35461;udp;17;N/A;N/A
35461_6;35461;tcp;6;N/A;N/A
35466_17;35466;udp;17;N/A;N/A
35466_6;35466;tcp;6;N/A;N/A
35467_17;35467;udp;17;N/A;N/A
35467_6;35467;tcp;6;N/A;N/A
35468_17;35468;udp;17;N/A;N/A
35470_17;35470;udp;17;N/A;N/A
35470_6;35470;tcp;6;N/A;N/A
35471_17;35471;udp;17;N/A;N/A
35471_6;35471;tcp;6;N/A;N/A
35473_17;35473;udp;17;N/A;N/A
35473_6;35473;tcp;6;N/A;N/A
35477_17;35477;udp;17;N/A;N/A
35478_17;35478;udp;17;N/A;N/A
35479_17;35479;udp;17;N/A;N/A
35479_6;35479;tcp;6;N/A;N/A
35481_17;35481;udp;17;N/A;N/A
35481_6;35481;tcp;6;N/A;N/A
35482_17;35482;udp;17;N/A;N/A
35484_17;35484;udp;17;N/A;N/A
35484_6;35484;tcp;6;N/A;N/A
35485_17;35485;udp;17;N/A;N/A
35486_17;35486;udp;17;N/A;N/A
35486_6;35486;tcp;6;N/A;N/A
35488_17;35488;udp;17;N/A;N/A
35489_17;35489;udp;17;N/A;N/A
35496_17;35496;udp;17;N/A;N/A
35496_6;35496;tcp;6;N/A;N/A
35498_6;35498;tcp;6;N/A;N/A
35500_17;35500;udp;17;N/A;N/A
35501_17;35501;udp;17;N/A;N/A
35502_6;35502;tcp;6;N/A;N/A
35506_17;35506;udp;17;N/A;N/A
35507_17;35507;udp;17;N/A;N/A
35507_6;35507;tcp;6;N/A;N/A
35508_17;35508;udp;17;N/A;N/A
35508_6;35508;tcp;6;N/A;N/A
35509_17;35509;udp;17;N/A;N/A
35511_17;35511;udp;17;N/A;N/A
35511_6;35511;tcp;6;N/A;N/A
35512_17;35512;udp;17;N/A;N/A
35512_6;35512;tcp;6;N/A;N/A
35513_17;35513;udp;17;N/A;N/A
35513_6;35513;tcp;6;N/A;N/A
35514_17;35514;udp;17;N/A;N/A
35519_6;35519;tcp;6;N/A;N/A
35520_17;35520;udp;17;N/A;N/A
35521_17;35521;udp;17;N/A;N/A
35521_6;35521;tcp;6;N/A;N/A
35522_17;35522;udp;17;N/A;N/A
35522_6;35522;tcp;6;N/A;N/A
35523_17;35523;udp;17;N/A;N/A
35525_17;35525;udp;17;N/A;N/A
35525_6;35525;tcp;6;N/A;N/A
35528_17;35528;udp;17;N/A;N/A
35528_6;35528;tcp;6;N/A;N/A
35530_17;35530;udp;17;N/A;N/A
35530_6;35530;tcp;6;N/A;N/A
35532_17;35532;udp;17;N/A;N/A
35532_6;35532;tcp;6;N/A;N/A
35533_17;35533;udp;17;N/A;N/A
35533_6;35533;tcp;6;N/A;N/A
35534_17;35534;udp;17;N/A;N/A
35534_6;35534;tcp;6;N/A;N/A
35536_17;35536;udp;17;N/A;N/A
35536_6;35536;tcp;6;N/A;N/A
35538_17;35538;udp;17;N/A;N/A
35541_17;35541;udp;17;N/A;N/A
35541_6;35541;tcp;6;N/A;N/A
35542_17;35542;udp;17;N/A;N/A
35542_6;35542;tcp;6;N/A;N/A
35543_17;35543;udp;17;N/A;N/A
35543_6;35543;tcp;6;N/A;N/A
35545_17;35545;udp;17;N/A;N/A
35545_6;35545;tcp;6;N/A;N/A
35547_17;35547;udp;17;N/A;N/A
35547_6;35547;tcp;6;N/A;N/A
35548_17;35548;udp;17;N/A;N/A
35549_17;35549;udp;17;N/A;N/A
35549_6;35549;tcp;6;N/A;N/A
35550_17;35550;udp;17;N/A;N/A
35551_17;35551;udp;17;N/A;N/A
35552_17;35552;udp;17;N/A;N/A
35552_6;35552;tcp;6;N/A;N/A
35553_17;35553;udp;17;N/A;N/A
35553_6;35553;tcp;6;N/A;N/A
35555_17;35555;udp;17;N/A;N/A
35555_6;35555;tcp;6;N/A;N/A
35556_17;35556;udp;17;N/A;N/A
35556_6;35556;tcp;6;N/A;N/A
35557_17;35557;udp;17;N/A;N/A
35557_6;35557;tcp;6;N/A;N/A
35558_17;35558;udp;17;N/A;N/A
35559_17;35559;udp;17;N/A;N/A
35559_6;35559;tcp;6;N/A;N/A
35560_17;35560;udp;17;N/A;N/A
35560_6;35560;tcp;6;N/A;N/A
35561_17;35561;udp;17;N/A;N/A
35562_17;35562;udp;17;N/A;N/A
35565_17;35565;udp;17;N/A;N/A
35566_17;35566;udp;17;N/A;N/A
35566_6;35566;tcp;6;N/A;N/A
35571_17;35571;udp;17;N/A;N/A
35571_6;35571;tcp;6;N/A;N/A
35574_17;35574;udp;17;N/A;N/A
35574_6;35574;tcp;6;N/A;N/A
35576_17;35576;udp;17;N/A;N/A
35579_6;35579;tcp;6;N/A;N/A
35580_17;35580;udp;17;N/A;N/A
35581_17;35581;udp;17;N/A;N/A
35581_6;35581;tcp;6;N/A;N/A
35582_17;35582;udp;17;N/A;N/A
35582_6;35582;tcp;6;N/A;N/A
35583_17;35583;udp;17;N/A;N/A
35583_6;35583;tcp;6;N/A;N/A
35589_17;35589;udp;17;N/A;N/A
35590_17;35590;udp;17;N/A;N/A
35591_17;35591;udp;17;N/A;N/A
35592_17;35592;udp;17;N/A;N/A
35594_17;35594;udp;17;N/A;N/A
35595_17;35595;udp;17;N/A;N/A
35598_17;35598;udp;17;N/A;N/A
35598_6;35598;tcp;6;N/A;N/A
35599_17;35599;udp;17;N/A;N/A
35601_17;35601;udp;17;N/A;N/A
35601_6;35601;tcp;6;N/A;N/A
35604_17;35604;udp;17;N/A;N/A
35604_6;35604;tcp;6;N/A;N/A
35606_17;35606;udp;17;N/A;N/A
35607_17;35607;udp;17;N/A;N/A
35609_17;35609;udp;17;N/A;N/A
35609_6;35609;tcp;6;N/A;N/A
35610_17;35610;udp;17;N/A;N/A
35610_6;35610;tcp;6;N/A;N/A
35616_17;35616;udp;17;N/A;N/A
35616_6;35616;tcp;6;N/A;N/A
35620_17;35620;udp;17;N/A;N/A
35622_17;35622;udp;17;N/A;N/A
35622_6;35622;tcp;6;N/A;N/A
35623_17;35623;udp;17;N/A;N/A
35625_17;35625;udp;17;N/A;N/A
35625_6;35625;tcp;6;N/A;N/A
35626_17;35626;udp;17;N/A;N/A
35626_6;35626;tcp;6;N/A;N/A
35630_17;35630;udp;17;N/A;N/A
35630_6;35630;tcp;6;N/A;N/A
35632_17;35632;udp;17;N/A;N/A
35632_6;35632;tcp;6;N/A;N/A
35634_17;35634;udp;17;N/A;N/A
35635_6;35635;tcp;6;N/A;N/A
35636_17;35636;udp;17;N/A;N/A
35640_17;35640;udp;17;N/A;N/A
35640_6;35640;tcp;6;N/A;N/A
35643_17;35643;udp;17;N/A;N/A
35643_6;35643;tcp;6;N/A;N/A
35644_17;35644;udp;17;N/A;N/A
35645_17;35645;udp;17;N/A;N/A
35648_17;35648;udp;17;N/A;N/A
35648_6;35648;tcp;6;N/A;N/A
35649_17;35649;udp;17;N/A;N/A
35649_6;35649;tcp;6;N/A;N/A
35651_17;35651;udp;17;N/A;N/A
35655_17;35655;udp;17;N/A;N/A
35657_17;35657;udp;17;N/A;N/A
35660_17;35660;udp;17;N/A;N/A
35662_17;35662;udp;17;N/A;N/A
35662_6;35662;tcp;6;N/A;N/A
35664_17;35664;udp;17;N/A;N/A
35665_17;35665;udp;17;N/A;N/A
35665_6;35665;tcp;6;N/A;N/A
35666_6;35666;tcp;6;N/A;N/A
35674_6;35674;tcp;6;N/A;N/A
35675_17;35675;udp;17;N/A;N/A
35675_6;35675;tcp;6;N/A;N/A
35676_17;35676;udp;17;N/A;N/A
35676_6;35676;tcp;6;N/A;N/A
35677_6;35677;tcp;6;N/A;N/A
35678_17;35678;udp;17;N/A;N/A
35678_6;35678;tcp;6;N/A;N/A
35679_17;35679;udp;17;N/A;N/A
35679_6;35679;tcp;6;N/A;N/A
35682_17;35682;udp;17;N/A;N/A
35682_6;35682;tcp;6;N/A;N/A
35683_17;35683;udp;17;N/A;N/A
35683_6;35683;tcp;6;N/A;N/A
35685_17;35685;udp;17;N/A;N/A
35685_6;35685;tcp;6;N/A;N/A
35689_17;35689;udp;17;N/A;N/A
35689_6;35689;tcp;6;N/A;N/A
35690_17;35690;udp;17;N/A;N/A
35690_6;35690;tcp;6;N/A;N/A
35691_17;35691;udp;17;N/A;N/A
35692_17;35692;udp;17;N/A;N/A
35692_6;35692;tcp;6;N/A;N/A
35693_17;35693;udp;17;N/A;N/A
35693_6;35693;tcp;6;N/A;N/A
35694_17;35694;udp;17;N/A;N/A
35697_17;35697;udp;17;N/A;N/A
35697_6;35697;tcp;6;N/A;N/A
35699_17;35699;udp;17;N/A;N/A
35699_6;35699;tcp;6;N/A;N/A
35701_17;35701;udp;17;N/A;N/A
35704_17;35704;udp;17;N/A;N/A
35706_17;35706;udp;17;N/A;N/A
35706_6;35706;tcp;6;N/A;N/A
35710_17;35710;udp;17;N/A;N/A
35710_6;35710;tcp;6;N/A;N/A
35711_17;35711;udp;17;N/A;N/A
35711_6;35711;tcp;6;N/A;N/A
35712_17;35712;udp;17;N/A;N/A
35714_17;35714;udp;17;N/A;N/A
35714_6;35714;tcp;6;N/A;N/A
35715_17;35715;udp;17;N/A;N/A
35717_17;35717;udp;17;N/A;N/A
35717_6;35717;tcp;6;N/A;N/A
35718_17;35718;udp;17;N/A;N/A
35721_17;35721;udp;17;N/A;N/A
35721_6;35721;tcp;6;N/A;N/A
35722_17;35722;udp;17;N/A;N/A
35724_17;35724;udp;17;N/A;N/A
